Estado Dados,Q(Plantarse),Q(Tirar)
"(1, 1, 4, 5, 5, 6)",0.0,0.0
"(1, 3, 4, 5, 6, 6)",-0.30000000000000004,1.0
"(1, 2, 3, 3, 3, 6)",0.30000000000000004,0.0
"(2, 5, 5, 5, 5, 6)",1.9900000000000002,0.0
"(1, 2, 3, 4, 5, 6)",0.0,0.0
"(1, 2, 3, 4, 4, 5)",-0.30000000000000004,1.0
"(1, 1, 3, 5, 6, 6)",-0.1,0.0
"(1, 2, 3, 3, 5, 6)",-0.30000000000000004,1.9
"(2, 4, 5, 5, 6, 6)",-0.30000000000000004,0.0
"(1, 1, 2, 4, 4, 5)",-0.1,0.0
"(3, 4, 5)",0.0,0.0
"(1, 2, 4, 4, 5, 5)",0.0,0.76
"(1, 3, 4, 5, 5, 6)",-0.30000000000000004,1.084
"(3, 3, 4, 4, 4, 5)",0.597,0.0
"(1, 2, 5, 5, 5, 5)",1.0,0.0
"(2, 3, 4, 4, 4, 5)",0.597,0.0
"(3, 4)",0.0,0.0
"(2, 2, 2, 3, 5, 6)",0.30000000000000004,-0.1
"(2, 2, 2, 3, 3, 4)",0.0,0.0
"(3, 3, 3, 3, 5, 6)",1.0,0.0
"(1, 1, 2, 2, 2, 6)",0.30000000000000004,0.0
"(1, 3, 4, 6, 6, 6)",0.30000000000000004,0.0
"(1, 2, 3, 3, 4, 6)",-0.30000000000000004,1.0
"(1, 1, 2, 3, 5, 6)",-0.1,0.19
"(1, 1, 2, 2, 3, 4)",-0.30000000000000004,0.0
"(1, 2, 2, 4, 5, 6)",-0.30000000000000004,1.0
"(1, 4, 4, 5, 5, 6)",-0.30000000000000004,0.4
"(2, 4, 4, 4, 5, 6)",0.597,0.0
"(5, 5, 5, 6, 6, 6)",0.30000000000000004,0.0
"(1, 1, 1, 2, 2, 3)",0.8,0.0
"(5, 5, 6, 6, 6, 6)",1.0,0.0
"(1, 2, 3, 5, 5, 6)",-0.30000000000000004,0.0
"(3, 4, 4, 5, 5, 6)",-0.30000000000000004,0.0
"(2, 2, 3, 4, 4, 4)",0.796,0.0
"(1, 2, 4)",0.0,0.0
"(1, 3, 3, 3, 6, 6)",0.30000000000000004,0.0
"(2, 3, 4, 4, 5, 6)",-0.30000000000000004,1.9
"(1, 4, 4, 4, 5, 5)",0.30000000000000004,0.0
"(2, 3, 4, 5, 5, 6)",-0.30000000000000004,3.439
"(1, 2, 4, 6, 6, 6)",0.30000000000000004,0.0
"(1, 1, 6)",0.0,0.0
"(1, 2, 2, 3, 4, 5)",-0.4800000000000001,1.0
"(1, 1, 1, 2, 2, 5)",0.7000000000000001,0.0
"(1, 2, 2, 3, 5, 5)",-0.30000000000000004,0.0
"(1, 2, 4, 4, 5, 6)",-0.30000000000000004,2.71
"(1, 3, 3, 5, 6, 6)",-0.30000000000000004,0.0
"(1, 2, 3, 6, 6, 6)",0.30000000000000004,0.0
"(1, 4, 5, 6, 6, 6)",0.597,0.0
"(1, 2, 2, 4, 4, 6)",-0.30000000000000004,0.0
"(2, 3, 3, 4, 5, 5)",-0.30000000000000004,1.0
"(1, 1, 4, 4, 5, 6)",-0.1,0.271
"(1, 2, 2, 3, 3, 6)",-0.30000000000000004,1.0
"(1, 3, 3, 4, 5, 5)",-0.30000000000000004,0.0
"(2, 2, 3, 3, 3, 4)",0.4,0.0
"(1, 3, 3, 5)",0.0,0.0
"(1, 1, 3, 4, 4, 6)",-0.30000000000000004,1.0
"(1, 2, 5, 5, 5, 6)",0.597,0.0
"(1, 2, 2, 4, 4, 5)",-0.30000000000000004,0.0
"(1, 1, 2, 3, 4, 4)",-0.30000000000000004,1.0
"(3, 3, 4, 6, 6, 6)",0.4,0.0
"(2, 2, 3)",0.0,-0.30000000000000004
"(2, 2, 4, 5, 6, 6)",-0.30000000000000004,1.0
"(1, 1, 3, 3, 4, 5)",-0.1,0.1
"(1, 2, 2, 5, 6, 6)",-0.30000000000000004,1.9
"(1, 5, 5, 5, 5, 6)",1.0,0.0
