Episodio,Turno,Dados,Puntaje de Tirada,Puntaje Total,Acción
5647,0,"[2, 3, 6, 3, 3, 5]",0,0,Plantarse
5648,0,"[2, 6, 2, 2, 4, 1]",0,0,Plantarse
5649,0,"[3, 5, 4, 6, 1, 3]",0,0,Plantarse
5650,0,"[4, 6, 6, 3, 5, 3]",0,0,Plantarse
5651,0,"[1, 3, 3, 1, 4, 3]",0,0,Plantarse
5652,0,"[5, 6, 5, 5, 5, 2]",0,0,Plantarse
5653,0,"[4, 4, 2, 5, 5, 3]",0,0,Plantarse
5654,0,"[2, 4, 4, 2, 6, 5]",0,0,Plantarse
5655,0,"[2, 4, 4, 6, 2, 6]",0,0,Plantarse
5656,0,"[1, 6, 5, 5, 3, 2]",0,0,Plantarse
5657,0,"[2, 1, 2, 1, 6, 1]",0,0,Plantarse
5658,0,"[1, 5, 2, 2, 2, 3]",0,0,Plantarse
5659,0,"[2, 3, 4, 6, 5, 3]",0,0,Plantarse
5660,0,"[2, 6, 3, 2, 1, 1]",0,0,Plantarse
5661,0,"[4, 5, 5, 2, 6, 3]",0,0,Plantarse
5662,0,"[4, 2, 2, 5, 1, 1]",0,0,Plantarse
5663,0,"[3, 3, 5, 6, 4, 5]",0,0,Plantarse
5664,0,"[2, 4, 2, 4, 3, 1]",0,0,Plantarse
5665,0,"[6, 6, 2, 4, 6, 6]",0,0,Plantarse
5666,0,"[5, 5, 2, 1, 6, 1]",0,0,Plantarse
5667,0,"[2, 3]",0,0,Plantarse
5668,0,"[2, 4, 1, 4, 3, 5]",0,0,Plantarse
5669,0,"[2, 5, 2, 4, 3, 5]",0,0,Plantarse
5670,0,"[5, 4, 3]",0,0,Plantarse
5671,0,"[5, 6, 3, 2, 1, 6]",0,0,Plantarse
5672,0,"[2, 4, 6, 4, 4, 6]",0,0,Plantarse
5673,0,"[6, 1, 4, 6, 6, 1]",0,0,Plantarse
5674,0,"[6, 6, 3, 6, 5, 6]",0,0,Plantarse
5675,0,"[2, 1, 4, 2, 5, 6]",0,0,Plantarse
5676,0,"[6, 6, 3, 6, 5, 3]",0,0,Plantarse
5677,0,"[3, 2, 4, 3]",0,0,Plantarse
5678,0,"[5, 5, 3, 1, 5, 2]",0,0,Plantarse
5679,0,"[2, 6, 6, 5, 4, 5]",0,0,Plantarse
5680,0,"[2, 1, 2, 3, 5, 2]",0,0,Plantarse
5681,0,"[1, 2, 1, 1, 3, 3]",0,0,Plantarse
5682,0,"[4, 3, 3, 2, 2, 2]",0,0,Plantarse
5683,0,"[2, 6, 2, 3, 5, 1]",0,0,Plantarse
5684,0,"[1, 4, 1, 4, 3, 3]",0,0,Plantarse
5685,0,"[2, 5, 2, 4, 2, 6]",0,0,Plantarse
5686,0,"[2, 4, 2, 3, 2, 6]",0,0,Plantarse
5687,0,"[5, 2, 3, 6, 5, 6]",0,0,Plantarse
5688,0,"[3, 3, 5, 1, 5, 4]",0,0,Plantarse
5689,0,"[5, 1, 5, 1, 3, 6]",0,0,Plantarse
5690,0,"[5, 2, 3, 5, 5, 4]",0,0,Plantarse
5691,0,"[5, 6, 4, 1, 2, 2]",0,0,Plantarse
5692,0,"[1, 1, 4, 5, 2, 4]",0,0,Plantarse
5693,0,"[2, 1, 2, 1, 1, 4]",0,0,Plantarse
5694,0,"[6, 1, 5, 3, 4, 2]",0,0,Plantarse
5695,0,"[4, 4, 6, 5, 1, 4]",0,0,Plantarse
5696,0,"[1, 4, 5, 3, 3, 4]",0,0,Plantarse
5697,0,"[5, 1, 4, 4, 1, 4]",0,0,Plantarse
5698,0,"[2, 4, 5, 1, 1, 6]",0,0,Plantarse
5699,0,"[3, 4, 1, 4, 1, 6]",0,0,Plantarse
5700,0,"[4, 3, 2, 6, 6, 4]",0,0,Tirar
5701,0,"[6, 3, 1, 1, 6, 1]",0,0,Plantarse
5702,0,"[1, 6, 3, 4, 4, 1]",0,0,Plantarse
5703,0,"[6, 1, 6, 3, 6, 5]",0,0,Plantarse
5704,0,"[2, 4, 6, 4, 2, 4]",0,0,Plantarse
5705,0,"[2, 5, 1, 1, 4, 1]",0,0,Plantarse
5706,0,"[2, 2, 5, 5, 2, 2]",0,0,Plantarse
5707,0,"[1, 6, 1, 4, 4]",0,0,Plantarse
5708,0,"[2, 2, 4, 4, 5, 6]",0,0,Plantarse
5709,0,"[3, 5, 3, 1, 5, 5]",0,0,Plantarse
5710,0,"[3, 3, 4, 2, 2, 5]",0,0,Plantarse
5711,0,"[3, 1, 4, 5, 6, 2]",0,0,Plantarse
5712,0,"[5, 3, 2, 5, 5, 5]",0,0,Plantarse
5713,0,"[5, 2, 4, 2, 1, 6]",0,0,Plantarse
5714,0,"[6, 2, 4, 2, 2, 2]",0,0,Plantarse
5715,0,"[4, 5, 2, 4, 1, 3]",0,0,Plantarse
5716,0,"[5, 3, 2, 2, 5, 1]",0,0,Plantarse
5717,0,"[2, 4, 2, 4, 2, 5]",0,0,Plantarse
5718,0,"[4, 3, 1, 6, 3, 5]",0,0,Plantarse
5719,0,"[2, 1, 2, 1, 5, 2]",0,0,Plantarse
5720,0,"[5, 2, 6, 6, 6, 4]",0,0,Plantarse
5721,0,"[1, 2, 1, 3, 5, 4]",0,0,Plantarse
5722,0,"[2, 3, 1, 5, 6, 4]",0,0,Plantarse
5723,0,"[3, 4, 4, 4, 4, 3]",0,0,Plantarse
5724,0,"[2, 4, 2]",0,0,Plantarse
5725,0,"[3, 3, 4, 5, 2, 2]",0,0,Plantarse
5726,0,"[5, 3, 1, 5, 3]",0,0,Plantarse
5727,0,"[4, 3, 3, 2, 6, 2]",0,0,Plantarse
5728,0,"[3, 6, 6, 3, 6, 1]",0,0,Plantarse
5729,0,"[6, 4, 4, 6, 2, 6]",0,0,Plantarse
5730,0,"[1, 4, 5, 4, 4, 5]",0,0,Plantarse
5731,0,"[4, 2, 5, 5, 2, 3]",0,0,Plantarse
5732,0,"[2, 1, 6, 5, 2, 5]",0,0,Plantarse
5733,0,"[3, 6, 1, 6, 1, 5]",0,0,Plantarse
5734,0,"[1, 6, 4, 2, 5, 4]",0,0,Plantarse
5735,0,"[3, 6, 3, 5, 1, 6]",0,0,Plantarse
5736,0,"[6, 6, 2, 6, 6, 1]",0,0,Plantarse
5737,0,"[6, 6, 5, 1, 4, 5]",0,0,Plantarse
5738,0,"[3, 2, 1, 3, 2, 5]",0,0,Plantarse
5739,0,"[2, 1, 4, 2, 2, 2]",0,0,Plantarse
5740,0,"[6, 5, 6, 6, 6, 6]",0,0,Plantarse
5741,0,"[2, 2, 6, 6, 2, 6]",0,0,Plantarse
5742,0,"[6, 2, 2]",0,0,Plantarse
5743,0,"[3, 6, 2, 1, 6, 5]",0,0,Plantarse
5744,0,"[5, 5, 6, 5, 3, 1]",0,0,Plantarse
5745,0,"[4, 4, 6, 6, 3, 5]",0,0,Plantarse
5746,0,"[2, 5, 6, 1, 4, 3]",0,0,Plantarse
5747,0,"[6, 3, 4, 1, 6, 6]",0,0,Plantarse
5748,0,"[1, 1, 5, 6, 2, 3]",0,0,Plantarse
5749,0,"[6, 4, 2, 1, 2, 3]",0,0,Plantarse
5750,0,"[2, 5, 2, 6, 6, 1]",0,0,Plantarse
5751,0,"[5, 5, 4, 4, 4, 3]",0,0,Plantarse
5752,0,"[1, 5, 5, 3, 5, 3]",0,0,Plantarse
5753,0,"[5, 1, 3, 6, 2, 5]",0,0,Plantarse
5754,0,"[1, 6, 3, 5, 1, 6]",0,0,Plantarse
5755,0,"[5, 5, 5, 5, 3, 5]",0,0,Plantarse
5756,0,"[1, 2, 4, 6, 6, 1]",0,0,Plantarse
5757,0,"[2, 2, 4, 6, 6, 2]",0,0,Plantarse
5758,0,"[4, 3]",0,0,Tirar
5759,0,"[1, 1, 6, 6, 6, 5]",0,0,Plantarse
5760,0,"[1, 2, 4, 1, 1, 6]",0,0,Plantarse
5761,0,"[6, 6, 4, 4, 3, 1]",0,0,Plantarse
5762,0,"[2, 4, 2, 5, 5, 4]",0,0,Plantarse
5763,0,"[3, 5, 5, 5, 3, 1]",0,0,Plantarse
5764,0,"[5, 6, 4, 6, 1, 4]",0,0,Plantarse
5765,0,"[5, 6, 1, 4, 5, 2]",0,0,Plantarse
5766,0,"[3, 4, 2, 1, 2, 2]",0,0,Plantarse
5767,0,"[4, 5, 6, 2, 5, 5]",0,0,Plantarse
5768,0,"[4, 6, 1, 6, 2, 1]",0,0,Plantarse
5769,0,"[5, 5, 1, 1]",0,0,Plantarse
5770,0,"[3, 4, 3, 3, 5, 2]",0,0,Plantarse
5771,0,"[4, 1, 2, 5, 6, 4]",0,0,Plantarse
5772,0,"[2, 2, 5, 3, 1, 2]",0,0,Plantarse
5773,0,"[6, 2, 5, 5]",0,0,Plantarse
5774,0,"[2, 5, 6, 5, 4, 2]",0,0,Plantarse
5775,0,"[3, 2, 6, 6, 5, 3]",0,0,Plantarse
5776,0,"[2, 6, 1, 6, 3, 4]",0,0,Plantarse
5777,0,"[1, 6, 3, 6, 4, 1]",0,0,Plantarse
5778,0,"[5, 2, 4, 1, 5, 5]",0,0,Plantarse
5779,0,"[3, 2, 1, 3, 4, 3]",0,0,Plantarse
5780,0,"[6, 2, 4, 6, 6, 2]",0,0,Plantarse
5781,0,"[2, 3, 3, 1, 2, 4]",0,0,Plantarse
5782,0,"[6, 3, 2, 4, 3, 2]",0,0,Plantarse
5783,0,"[2, 6, 1, 2, 6, 1]",0,0,Plantarse
5784,0,"[2, 6, 2, 2, 3, 4]",0,0,Plantarse
5785,0,"[1, 2, 6, 1, 3, 4]",0,0,Plantarse
5786,0,"[6, 2, 5, 1, 2, 5]",0,0,Plantarse
5787,0,"[2, 4, 4, 3, 1, 4]",0,0,Plantarse
5788,0,"[3, 6, 2, 6, 6]",0,0,Plantarse
5789,0,"[3, 4, 5, 1, 6, 2]",0,0,Plantarse
5790,0,"[1, 5, 6, 4, 3, 6]",0,0,Plantarse
5791,0,"[2, 6, 5, 4, 3, 5]",0,0,Plantarse
5792,0,"[2, 4, 5, 6, 4, 4]",0,0,Plantarse
5793,0,"[2, 5, 2, 6, 4, 3]",0,0,Plantarse
5794,0,"[2, 5, 3, 6, 2, 5]",0,0,Plantarse
5795,0,"[3, 6, 1, 6, 2, 2]",0,0,Plantarse
5796,0,"[1, 1, 2, 3, 6, 1]",0,0,Plantarse
5797,0,"[2, 2, 1, 2, 2, 2]",0,0,Plantarse
5798,0,"[3, 5, 4, 2, 1, 1]",0,0,Plantarse
5799,0,"[6, 5, 4, 2, 5, 5]",0,0,Plantarse
5800,0,"[1, 2, 2, 5, 4, 5]",0,0,Plantarse
5801,0,"[1, 1, 1, 5, 2, 3]",0,0,Plantarse
5802,0,"[3, 1, 2, 3, 3, 5]",0,0,Plantarse
5803,0,"[4, 3, 3, 4, 4, 2]",0,0,Plantarse
5804,0,"[5, 6, 1, 3, 2, 5]",0,0,Plantarse
5805,0,"[1, 4, 1, 2, 2, 6]",0,0,Plantarse
5806,0,"[6, 6, 4, 2, 4, 2]",0,0,Plantarse
5807,0,"[5, 5, 4, 4, 3, 3]",0,0,Plantarse
5808,0,"[5, 1, 4, 3, 6, 4]",0,0,Plantarse
5809,0,"[6, 6, 6, 4, 5, 2]",0,0,Plantarse
5810,0,"[4, 3, 6, 1, 3, 3]",0,0,Plantarse
5811,0,"[2, 2, 5, 2, 2, 3]",0,0,Plantarse
5812,0,"[2, 2, 2, 1, 1, 5]",0,0,Plantarse
5813,0,"[5, 6, 3, 3]",0,0,Plantarse
5814,0,"[1, 2, 2, 5, 1, 6]",0,0,Plantarse
5815,0,"[4, 2, 4, 1, 1, 6]",0,0,Plantarse
5816,0,"[5, 1, 4, 1, 6, 4]",0,0,Plantarse
5817,0,"[5, 2, 6, 3, 3, 6]",0,0,Plantarse
5818,0,"[2, 6, 6, 1, 5, 6]",0,0,Plantarse
5819,0,"[5, 6, 5, 5, 6, 5]",0,0,Plantarse
5820,0,"[2, 2, 5, 5, 4, 1]",0,0,Plantarse
5821,0,"[1, 1, 5, 6, 1, 4]",0,0,Plantarse
5822,0,"[4, 2, 5, 3, 1, 6]",0,0,Plantarse
5823,0,"[5, 2, 3, 2, 2, 5]",0,0,Plantarse
5824,0,"[4, 3, 3, 2, 4, 5]",0,0,Plantarse
5825,0,"[5, 4, 1, 1, 5, 4]",0,0,Plantarse
5826,0,"[4, 5, 4, 5, 4, 3]",0,0,Plantarse
5827,0,"[5, 5, 1, 1, 2, 2]",0,0,Plantarse
5828,0,"[2, 2, 3, 4, 2, 2]",0,0,Plantarse
5829,0,"[5, 4, 5, 2, 4, 3]",0,0,Plantarse
5830,0,"[1, 2, 2, 1, 2, 5]",0,0,Plantarse
5831,0,"[6, 4, 2, 4, 3, 5]",0,0,Plantarse
5832,0,"[4, 5, 6, 5, 1, 5]",0,0,Plantarse
5833,0,"[2, 3, 4, 2, 6, 1]",0,0,Plantarse
5834,0,"[1, 2, 3, 2, 6, 6]",0,0,Plantarse
5835,0,"[6, 6, 4, 6, 3, 6]",0,0,Plantarse
5836,0,"[3, 6]",0,0,Tirar
5837,0,"[3, 6, 1, 4, 5, 5]",0,0,Plantarse
5838,0,"[4, 1, 2, 5, 3, 2]",0,0,Plantarse
5839,0,"[6, 4, 4, 5, 1, 1]",0,0,Plantarse
5840,0,"[6, 2, 1]",0,0,Plantarse
5841,0,"[6, 1, 5, 3, 2, 6]",0,0,Plantarse
5842,0,"[5, 4, 3, 5, 5, 3]",0,0,Plantarse
5843,0,"[2, 4, 6, 3, 2, 5]",0,0,Plantarse
5844,0,"[3, 1, 4, 1, 3, 6]",0,0,Plantarse
5845,0,"[4, 1, 1, 2, 1, 2]",0,0,Plantarse
5846,0,"[6, 5, 6, 4, 1, 3]",0,0,Plantarse
5847,0,"[3, 1, 5, 2, 1, 2]",0,0,Plantarse
5848,0,"[6, 6, 2, 2, 3, 1]",0,0,Plantarse
5849,0,"[5, 5, 5, 3, 1, 5]",0,0,Plantarse
5850,0,"[4, 6, 4, 2, 5, 4]",0,0,Plantarse
5851,0,"[3, 5, 1, 4, 3, 4]",0,0,Plantarse
5852,0,"[6, 5, 3, 5, 4, 3]",0,0,Plantarse
5853,0,"[6, 6, 2, 3, 6, 3]",0,0,Plantarse
5854,0,"[5, 6, 3, 3, 6, 5]",0,0,Plantarse
5855,0,"[4, 5, 3, 3, 4, 4]",0,0,Plantarse
5856,0,"[4, 6, 1, 6, 4, 3]",0,0,Plantarse
5857,0,"[3, 2, 1, 5, 4, 3]",0,0,Plantarse
5858,0,"[5, 6, 1, 6, 1, 5]",0,0,Plantarse
5859,0,"[4, 3, 3, 1, 4, 5]",0,0,Plantarse
5860,0,"[1, 2, 6, 6, 2, 5]",0,0,Plantarse
5861,0,"[2, 4, 4, 3, 4, 1]",0,0,Plantarse
5862,0,"[6, 4, 4, 1, 1, 4]",0,0,Plantarse
5863,0,"[6, 4, 3, 1, 3, 3]",0,0,Plantarse
5864,0,"[3, 1, 2, 5, 2, 4]",0,0,Plantarse
5865,0,"[1, 2, 1, 5, 5, 2]",0,0,Plantarse
5866,0,"[6, 4, 6, 3, 6, 1]",0,0,Plantarse
5867,0,"[3, 3, 6, 5, 5, 5]",0,0,Plantarse
5868,0,"[2, 6, 1, 1, 2, 6]",0,0,Plantarse
5869,0,"[6, 4, 2, 4, 2, 5]",0,0,Plantarse
5870,0,"[6, 5, 5, 1, 2, 2]",0,0,Plantarse
5871,0,"[4, 6, 6, 1, 6, 1]",0,0,Plantarse
5872,0,"[6, 3, 4, 2, 4, 4]",0,0,Plantarse
5873,0,"[6, 1, 5, 6, 6, 6]",0,0,Plantarse
5874,0,"[5, 6, 5, 6, 2, 5]",0,0,Plantarse
5875,0,"[3, 5, 3, 5, 1, 1]",0,0,Plantarse
5876,0,"[2, 5, 3, 2, 5, 5]",0,0,Plantarse
5877,0,"[2, 6, 4, 4, 3, 3]",0,0,Plantarse
5878,0,"[5, 1, 2, 4, 4, 1]",0,0,Plantarse
5879,0,"[2, 5, 5, 5, 1, 5]",0,0,Plantarse
5880,0,"[6, 2, 1, 6, 1, 3]",0,0,Plantarse
5881,0,"[5, 1, 2, 3, 5, 3]",0,0,Plantarse
5882,0,"[4, 1, 3, 3, 3, 5]",0,0,Plantarse
5883,0,"[4, 2, 6, 2, 4, 2]",0,0,Plantarse
5884,0,"[5, 2, 6, 2, 6, 5]",0,0,Plantarse
5885,0,"[5, 2, 6, 6, 1, 1]",0,0,Plantarse
5886,0,"[4, 5, 6, 5, 1]",0,0,Plantarse
5887,0,"[6, 3, 3, 2, 5, 3]",0,0,Plantarse
5888,0,"[4, 2, 1, 2, 3, 2]",0,0,Plantarse
5889,0,"[4, 6, 1, 5, 3, 2]",0,0,Plantarse
5890,0,"[1, 1, 5, 5, 1, 1]",0,0,Plantarse
5891,0,"[4, 1, 6, 4, 3, 5]",0,0,Plantarse
5892,0,"[5, 4, 3, 6, 1, 3]",0,0,Plantarse
5893,0,"[3, 6, 2, 1, 2, 4]",0,0,Plantarse
5894,0,"[6, 4, 1, 3, 6, 6]",0,0,Plantarse
5895,0,"[6, 5, 5, 1, 2, 3]",0,0,Plantarse
5896,0,"[4, 5, 5, 3, 4, 2]",0,0,Plantarse
5897,0,"[3, 6, 3, 4, 4, 1]",0,0,Plantarse
5898,0,"[3, 6, 6, 6, 1, 5]",0,0,Plantarse
5899,0,"[3, 6, 3, 2, 3, 3]",0,0,Plantarse
5900,0,"[4, 1, 2, 5, 3, 4]",0,0,Plantarse
5901,0,"[4, 1]",0,0,Plantarse
5902,0,"[3, 5, 3, 5, 5, 2]",0,0,Plantarse
5903,0,"[2, 4, 6, 3, 4, 2]",0,0,Plantarse
5904,0,"[4, 3, 3, 3, 4, 5]",0,0,Plantarse
5905,0,"[6, 3, 4, 2, 3, 4]",0,0,Plantarse
5906,0,"[5, 4, 5, 1, 6, 1]",0,0,Plantarse
5907,0,"[4, 1, 5, 5, 6, 4]",0,0,Plantarse
5908,0,"[3, 2, 3, 1, 3, 2]",0,0,Plantarse
5909,0,"[1, 1, 4, 5, 5, 1]",0,0,Plantarse
5910,0,"[2, 1, 3, 3, 2, 1]",0,0,Plantarse
5911,0,"[3, 5, 5, 5, 3, 6]",0,0,Plantarse
5912,0,"[6, 5, 5, 2, 1, 3]",0,0,Plantarse
5913,0,"[6, 3, 6, 1, 2, 1]",0,0,Plantarse
5914,0,"[6, 3, 6, 5, 2, 2]",0,0,Plantarse
5915,0,"[1, 4, 2, 1, 1, 3]",0,0,Plantarse
5916,0,"[6, 3, 1, 6, 3, 2]",0,0,Plantarse
5917,0,"[1, 4, 2, 3, 2, 1]",0,0,Plantarse
5918,0,"[2, 3, 4, 1, 6, 1]",0,0,Plantarse
5919,0,"[1, 6, 6, 6, 1, 1]",0,0,Plantarse
5920,0,"[3, 1, 6, 4, 3, 5]",0,0,Plantarse
5921,0,"[3, 3, 6, 1, 1, 6]",0,0,Plantarse
5922,0,"[1, 3, 3, 2, 1, 2]",0,0,Plantarse
5923,0,"[5, 1, 4, 6, 2, 3]",0,0,Plantarse
5924,0,"[4, 4, 3, 3, 6, 5]",0,0,Plantarse
5925,0,"[4, 1, 2, 1, 6, 1]",0,0,Plantarse
5926,0,"[3, 5, 4, 3, 1, 6]",0,0,Plantarse
5927,0,"[5, 5, 6, 6, 3, 5]",0,0,Plantarse
5928,0,"[2, 1, 5, 2, 4, 2]",0,0,Plantarse
5929,0,"[1, 4, 5, 3, 1, 5]",0,0,Plantarse
5930,0,"[5, 2, 5, 4, 6, 3]",0,0,Plantarse
5931,0,"[3, 3, 5, 2, 5, 5]",0,0,Plantarse
5932,0,"[4, 5, 5, 5, 1, 3]",0,0,Plantarse
5933,0,"[4, 4, 4, 6, 4, 2]",0,0,Plantarse
5934,0,"[3, 3, 3, 5, 3, 3]",0,0,Plantarse
5935,0,"[4, 4, 3, 6, 1, 5]",0,0,Plantarse
5936,0,"[2, 1, 4, 2, 1, 3]",0,0,Plantarse
5937,0,"[3, 3, 1, 2, 6, 2]",0,0,Plantarse
5938,0,"[3, 6, 6, 4, 3, 5]",0,0,Plantarse
5939,0,"[1, 6, 2, 2, 3, 5]",0,0,Plantarse
5940,0,"[1, 6, 1, 1, 6, 3]",0,0,Plantarse
5941,0,"[1, 6, 4, 2, 4, 4]",0,0,Plantarse
5942,0,"[6, 3, 4, 1, 2, 2]",0,0,Plantarse
5943,0,"[5, 3, 3, 3, 1, 6]",0,0,Plantarse
5944,0,"[2, 4, 6, 4, 4, 5]",0,0,Plantarse
5945,0,"[4, 1, 5]",0,0,Plantarse
5946,0,"[5, 6, 2, 3, 3, 4]",0,0,Plantarse
5947,0,"[6, 6, 4, 4, 4, 3]",0,0,Plantarse
5948,0,"[6, 2, 5, 4, 1, 6]",0,0,Plantarse
5949,0,"[6, 2, 1, 5, 6, 2]",0,0,Plantarse
5950,0,"[1, 5, 3, 4, 1, 4]",0,0,Plantarse
5951,0,"[2, 2, 5, 2, 2, 3]",0,0,Plantarse
5952,0,"[6, 2, 5, 2, 1, 6]",0,0,Plantarse
5953,0,"[3, 3, 1, 5, 6, 1]",0,0,Plantarse
5954,0,"[3, 6, 6, 5, 3, 1]",0,0,Plantarse
5955,0,"[1, 3, 4, 5, 5, 2]",0,0,Plantarse
5956,0,"[6, 2, 6, 5, 2, 5]",0,0,Plantarse
5957,0,"[4, 2, 6, 1, 4, 6]",0,0,Plantarse
5958,0,"[2, 5, 2, 4, 4, 3]",0,0,Plantarse
5959,0,"[6, 1, 4, 1, 6, 3]",0,0,Plantarse
5960,0,"[5, 6, 1, 3, 1, 2]",0,0,Plantarse
5961,0,"[3, 6, 6, 5, 6, 3]",0,0,Plantarse
5962,0,"[5, 6, 4]",0,0,Plantarse
5963,0,"[5, 5, 2, 4, 4, 3]",0,0,Plantarse
5964,0,"[6, 1, 2, 3, 4, 6]",0,0,Plantarse
5965,0,"[5, 6, 2, 4, 1, 1]",0,0,Plantarse
5966,0,"[2, 3, 1, 5, 1, 4]",0,0,Plantarse
5967,0,"[6, 5, 2, 6, 3, 6]",0,0,Plantarse
5968,0,"[1, 2, 4, 6, 6, 6]",0,0,Plantarse
5969,0,"[4, 5, 5, 1, 2, 3]",0,0,Plantarse
5970,0,"[6, 1, 4, 3, 4, 6]",0,0,Plantarse
5971,0,"[4, 5, 3, 5, 2, 6]",0,0,Plantarse
5972,0,"[1, 4, 6, 2]",0,0,Plantarse
5973,0,"[5, 2, 4, 5, 2, 1]",0,0,Plantarse
5974,0,"[2, 5, 1, 6, 5, 3]",0,0,Plantarse
5975,0,"[4, 5, 4, 3, 3, 6]",0,0,Plantarse
5976,0,"[3, 4, 2, 4, 2, 5]",0,0,Plantarse
5977,0,"[2, 5, 5, 3, 2, 6]",0,0,Plantarse
5978,0,"[2, 1, 4, 5, 1, 5]",0,0,Plantarse
5979,0,"[6, 1, 1, 1, 3, 6]",0,0,Plantarse
5980,0,"[1, 3, 6, 6, 6, 4]",0,0,Plantarse
5981,0,"[2, 5, 6, 4, 4, 4]",0,0,Plantarse
5982,0,"[1, 2, 3, 2, 3, 6]",0,0,Plantarse
5983,0,"[3, 1, 1, 4, 3, 1]",0,0,Plantarse
5984,0,"[1, 6, 6, 2, 6, 4]",0,0,Plantarse
5985,0,"[5, 5, 1, 2, 4, 6]",0,0,Plantarse
5986,0,"[3, 1, 6, 2, 3, 3]",0,0,Plantarse
5987,0,"[3, 4, 4, 2, 3, 3]",0,0,Plantarse
5988,0,"[6, 1, 4, 2, 4, 4]",0,0,Plantarse
5989,0,"[2, 6, 5, 5, 6, 2]",0,0,Plantarse
5990,0,"[5, 1, 5, 4, 1, 1]",0,0,Plantarse
5991,0,"[3, 2, 1, 6, 2, 6]",0,0,Plantarse
5992,0,"[3, 4, 2, 3, 5, 1]",0,0,Plantarse
5993,0,"[2, 1, 4, 3, 4, 6]",0,0,Plantarse
5994,0,"[5, 6, 3, 2, 6, 1]",0,0,Plantarse
5995,0,"[3, 2, 2, 4, 3, 5]",0,0,Plantarse
5996,0,"[4, 3, 6, 3, 2, 2]",0,0,Plantarse
5997,0,"[6, 1, 4, 2, 6, 3]",0,0,Plantarse
5998,0,"[5, 3, 3, 6, 5, 5]",0,0,Plantarse
5999,0,"[1, 5, 5, 2, 1, 2]",0,0,Plantarse
6000,0,"[1, 5, 2, 1, 4, 5]",0,0,Plantarse
6001,0,"[1, 6, 1, 4, 4, 6]",0,0,Plantarse
6002,0,"[6, 3, 6, 3, 2, 1]",0,0,Plantarse
6003,0,"[5, 3, 2]",0,0,Plantarse
6004,0,"[5, 1, 4, 2, 1, 4]",0,0,Plantarse
6005,0,"[1, 1, 4, 3, 6, 1]",0,0,Plantarse
6006,0,"[1, 3, 1, 4, 6, 5]",0,0,Plantarse
6007,0,"[3, 3, 4, 3, 3, 1]",0,0,Plantarse
6008,0,"[6, 3, 5, 2, 1, 3]",0,0,Plantarse
6009,0,"[4, 2, 3, 1, 4, 3]",0,0,Plantarse
6010,0,"[6, 1, 3, 5, 4, 5]",0,0,Plantarse
6011,0,"[2, 4, 2, 4, 1, 3]",0,0,Plantarse
6012,0,"[5, 2, 1, 5, 3, 3]",0,0,Plantarse
6013,0,"[5, 6, 6, 3, 4, 3]",0,0,Plantarse
6014,0,"[4, 1, 6, 2, 1, 4]",0,0,Plantarse
6015,0,"[1, 6, 4, 3, 2, 4]",0,0,Plantarse
6016,0,"[6, 1, 3, 1, 4, 1]",0,0,Plantarse
6017,0,"[3, 4, 2, 5, 5, 3]",0,0,Plantarse
6018,0,"[6, 4, 4, 2, 4, 4]",0,0,Plantarse
6019,0,"[4, 6, 2, 3, 4, 2]",0,0,Plantarse
6020,0,"[5, 3, 2, 3]",0,0,Plantarse
6021,0,"[6, 2, 6, 2, 3, 1]",0,0,Plantarse
6022,0,"[4, 4, 4, 3, 5, 6]",0,0,Plantarse
6023,0,"[4, 2, 5, 4, 5, 3]",0,0,Plantarse
6024,0,"[2, 3, 4, 5, 2, 6]",0,0,Plantarse
6025,0,"[2, 2, 1, 4, 4, 2]",0,0,Plantarse
6026,0,"[1, 4, 4, 2, 5, 3]",0,0,Plantarse
6027,0,"[5, 4, 1, 6, 6, 3]",0,0,Plantarse
6028,0,"[3, 1, 2, 5, 5]",0,0,Plantarse
6029,0,"[5, 2, 2, 5, 2, 6]",0,0,Plantarse
6030,0,"[4, 4, 6, 4, 4, 4]",0,0,Plantarse
6031,0,"[2, 2, 4, 4, 5, 1]",0,0,Plantarse
6032,0,"[4, 3, 5, 6, 2, 4]",0,0,Plantarse
6033,0,"[4, 5, 6, 1, 1, 4]",0,0,Plantarse
6034,0,"[4, 1, 1]",0,0,Plantarse
6035,0,"[5, 1, 3, 1, 5, 6]",0,0,Plantarse
6036,0,"[3, 3, 6, 4, 4, 2]",0,0,Tirar
6037,0,"[4, 4, 1, 1, 4, 1]",0,0,Plantarse
6038,0,"[2, 6, 5, 3, 2, 1]",0,0,Plantarse
6039,0,"[3, 1, 5, 1, 2, 1]",0,0,Plantarse
6040,0,"[6, 2, 6, 3, 3, 3]",0,0,Plantarse
6041,0,"[6, 1, 4, 1, 3, 6]",0,0,Plantarse
6042,0,"[6, 6, 1, 1, 1, 2]",0,0,Plantarse
6043,0,"[4, 3, 5, 5, 4, 4]",0,0,Plantarse
6044,0,"[4, 4, 6, 4, 5, 6]",0,0,Plantarse
6045,0,"[3, 3, 5, 6, 4, 3]",0,0,Plantarse
6046,0,"[5, 6, 5, 6, 4, 1]",0,0,Plantarse
6047,0,"[2, 4, 3, 3, 2, 4]",0,0,Plantarse
6048,0,"[1, 6, 5, 5, 3, 5]",0,0,Plantarse
6049,0,"[5, 3, 1, 6, 1, 5]",0,0,Plantarse
