Estado Dados,Q(Plantarse),Q(Tirar)
"(2, 300)",300.05793272511886,-123.82864622299326
"(3, 200)",200.05872309653043,-32.59809520042836
"(6, 0)",0.059015666575683516,0.06407760181313628
"(0, 3000)",3000.0589535696536,2400.92
"(0, 1500)",1498.0815912495502,3126.198288797611
"(2, 1050)",1050.0591890375952,-332.3896213175981
"(2, 650)",650.0594414511926,1.0
"(4, 100)",100.05777275715232,8.434383777662163
"(5, 100)",100.05777233584517,10.920336193158334
"(3, 500)",500.05802450253276,470.40221542399996
"(2, 250)",250.07412843758232,-41.822133576171495
"(1, 300)",300.07826111936595,40.92
"(0, 350)",280.6624,1.0
"(1, 750)",750.0603237609181,-591.0960000000001
"(2, 700)",700.0577744579309,-344.07072000000016
"(1, 0)",0.0,1.0
"(0, 11500)",9200.6624,1.0
"(4, 150)",150.05773271780936,-25.054470331671894
"(3, 1000)",1000.0578812379214,-375.41184630985435
"(5, 50)",50.05773430249066,28.42595441264399
"(3, 0)",0.0,1.0
"(2, 550)",550.0718274249451,-431.096
"(2, 0)",0.0,1.0
"(4, 200)",200.05774136906595,-61.50217097320353
"(2, 1100)",1100.080458740464,-508.8096639999999
"(1, 1200)",1152.4913991886592,80.92000000000002
"(1, 400)",400.0808941423841,-143.6760310821237
"(0, 450)",449.969801886751,289.82367999999997
"(1, 600)",600.0720289458064,-383.09600000000006
"(2, 350)",350.0650140762179,138.46240000000003
"(2, 500)",500.05844927478233,-335.09600000000006
"(5, 3050)",0.0,-2431.096
"(5, 0)",0.0,1.0
"(1, 350)",350.08206568435287,-181.6941728149617
"(1, 700)",700.0592445562417,1.0
"(3, 250)",250.05777240525353,-88.5114693369294
"(2, 450)",450.05923234308796,-246.84310562816006
"(1, 2250)",2249.999446399484,-1679.096
"(0, 400)",0.0,389.70079999999996
"(3, 650)",520.609408,1.0
"(3, 400)",400.0578743879752,-259.2422530925511
"(5, 500)",400.60940800000003,1.0
"(0, 750)",600.609408,1.0
"(4, 1650)",1650.0631960977153,-1267.8675328
"(3, 1750)",1750.0752814505724,-1344.39072
"(1, 1900)",1900.1864891225468,120.92000000000002
"(1, 800)",800.0626178899515,541.4036718592
"(3, 600)",600.0591835333105,-148.7350142797809
"(1, 1100)",1100.065518791537,-709.19072
"(0, 1150)",920.56065536,1.0
"(4, 0)",0.0,1.0
"(3, 150)",0.0,-59.44064969627334
"(3, 300)",300.06523073495305,-223.096
"(1, 1150)",1150.0595915713209,-911.0960000000001
"(0, 500)",0.0,497.54015999999996
"(4, 600)",0.0,80.92000000000002
"(3, 700)",0.0,541.4036718592
"(2, 1850)",1849.5514617729189,-1447.096
"(1, 500)",500.06402806078586,-259.98981679253325
"(0, 650)",649.9937296998232,1.0
"(2, 600)",600.0631424120257,-294.7907200000002
"(2, 1200)",0.0,-883.5907199999999
"(0, 850)",0.0,849.54016
"(0, 1350)",0.0,120.92000000000002
"(1, 2000)",1600.1905982553603,-1495.096
"(5, 1550)",1547.6020087686252,-959.2146516372318
"(3, 1700)",1699.956100174073,-1111.719324377907
"(1, 550)",550.0620391805413,-292.23072
"(0, 600)",0.0,1068.8997991691676
"(2, 400)",400.0613154449231,-204.44770879176326
"(1, 450)",450.06315574402186,-117.78105407395697
"(0, 550)",550.1362479895108,1.0
"(3, 2100)",0.0,907.0606526393203
"(2, 2200)",2196.569580425472,-1743.096
"(0, 1300)",0.0,1040.92
"(4, 1450)",0.0,120.92000000000002
"(2, 1600)",0.0,120.92000000000002
"(1, 1650)",0.0,-1311.096
"(2, 200)",0.0,-143.09599999999998
"(3, 1350)",0.0,200.92000000000002
"(0, 1100)",0.0,880.9200000000001
"(2, 1450)",0.0,80.92000000000002
"(0, 1550)",0.0,80.92000000000002
"(3, 1800)",0.0,-1054.7734786252602
"(2, 1400)",0.0,440.92
"(1, 1450)",0.0,-1151.096
"(3, 2000)",0.0,-1445.5107200000002
"(2, 2050)",0.0,40.92
"(1, 2100)",1680.1155702053854,-1671.096
"(2, 2550)",0.0,1008.9040000000001
"(0, 2700)",0.0,120.92000000000002
"(3, 2900)",0.0,160.92000000000002
"(0, 3200)",0.0,240.92
"(0, 4700)",0.0,1200.92
"(4, 4800)",0.0,80.92000000000002
"(2, 4950)",0.0,120.92000000000002
"(1, 5050)",0.0,-4023.0960000000005
"(3, 800)",768.0843058249139,-607.096
"(2, 2100)",0.0,-1583.096
"(0, 1600)",1280.2660526638347,1280.92
"(2, 1900)",0.0,-1387.534144
"(1, 1950)",0.0,-1551.096
"(0, 800)",0.0,1723.4757250293305
"(4, 900)",0.0,800.4603376785508
"(1, 2150)",0.0,-1615.096
"(2, 1950)",1934.5548860652557,-1487.096
"(4, 1600)",1597.5053107357483,-1263.096
"(2, 1800)",1800.069014090101,-1067.5670700626706
"(5, 1600)",0.0,1648.378193797236
"(2, 1750)",0.0,-1315.0861439999999
"(1, 1800)",1728.1661942356147,-1431.096
"(1, 650)",649.0430094761252,-319.43072000000006
"(0, 700)",0.0,40.92
"(3, 1300)",0.0,-943.096
"(4, 1700)",1697.3880500639361,-1071.0422105115465
"(0, 2150)",0.0,638.5808
"(3, 2350)",0.0,160.92000000000002
"(2, 2400)",1920.089993132091,-1911.096
"(2, 2150)",0.0,1647.5110246560166
"(6, 1500)",1499.5893468445872,-1199.592827983304
"(4, 2300)",0.0,120.92000000000002
"(1, 2500)",0.0,-1967.096
"(0, 10000)",0.0,8000.92
"(0, 13000)",0.0,2400.92
"(5, 13050)",0.0,-10431.096000000001
"(4, 700)",0.0,160.20000000000002
"(6, 400)",0.0,-319.65158342573
"(0, 900)",0.0,720.9200000000001
"(2, 1550)",0.0,520.92
"(1, 1600)",0.0,40.92
"(0, 1650)",0.0,40.92
"(3, 1900)",0.0,-1347.5599146151296
"(0, 1400)",0.0,1120.92
"(3, 1600)",0.0,160.92000000000002
"(2, 1700)",0.0,1117.106743554231
"(3, 1400)",0.0,-959.096
"(0, 2350)",0.0,680.9200000000001
"(0, 5350)",0.0,2400.92
"(2, 5850)",0.0,400.92
"(1, 5900)",0.0,-4711.0960000000005
"(2, 2600)",0.0,-1903.096
"(2, 2000)",1600.0898951221795,-1460.3632
"(1, 2050)",0.0,-1615.096
"(1, 850)",0.0,280.92
"(0, 950)",0.0,80.92000000000002
"(2, 1300)",0.0,280.92
"(0, 1450)",0.0,120.92000000000002
"(5, 1500)",0.0,213.13248000000004
"(1, 2700)",0.0,-1983.096
"(4, 1050)",0.0,362.46240000000006
"(1, 2600)",0.0,-1903.096
"(5, 900)",0.0,40.92
"(4, 1000)",0.0,-783.096
"(4, 650)",0.0,120.92000000000002
"(2, 750)",0.0,-583.096
"(1, 2200)",0.0,-1647.096
"(0, 2750)",0.0,160.92000000000002
"(4, 2900)",0.0,120.92000000000002
"(2, 3100)",0.0,160.92000000000002
"(1, 3200)",0.0,-2543.096
"(0, 4500)",0.0,2400.92
"(1, 5300)",0.0,-4111.0960000000005
"(0, 2000)",0.0,400.92
"(3, 2250)",0.0,-1759.096
