Estado Dados,Q(Plantarse),Q(Tirar)
"(0, 3000)",2400.6624,5883.574399145906
"(3, 4000)",3998.7211520754113,1.0
"(6, 0)",1.6253756005633545e-11,1.7578617717381665e-11
"(3, 150)",150.26345074424492,-115.72384000000001
"(4, 100)",100.0000000000159,-27.069239739581462
"(3, 0)",0.0,1.0
"(3, 200)",200.00000000001583,-42.16472296876111
"(2, 250)",250.00000000001594,82.3568
"(1, 350)",350.00000000001654,65.95923199999999
"(1, 0)",0.0,1.0
"(4, 200)",200.00000000001583,-47.453350144155934
"(3, 250)",250.00000000001583,-113.44844996097333
"(4, 150)",150.00000000001583,-74.65184042174997
"(1, 400)",400.00000000001614,-237.80863076602793
"(3, 500)",500.0000000000161,-138.9611052911007
"(2, 300)",300.0000000000158,-85.16388654508307
"(0, 1500)",1500.000000000016,1200.92
"(1, 500)",500.000000000016,334.31123199999996
"(5, 100)",100.0000000000159,2.614199427040319
"(2, 600)",600.0000000000165,-293.5767618560001
"(1, 700)",700.000000000016,-437.4829184
"(5, 50)",50.000000000015824,5.3513800608535576
"(2, 700)",700.0000000000164,-364.31263861518494
"(2, 0)",0.0,1.0
"(2, 200)",160.72000000000003,1.0
"(1, 550)",550.000000000018,-277.21187903909254
"(2, 350)",350.0000000000159,333.618501414912
"(0, 550)",550.0000000000252,160.92000000000002
"(2, 850)",849.7280463921716,-631.0960000000001
"(2, 1100)",1100.0000000000161,1.0
"(0, 450)",450.0000000000876,146.5008
"(1, 450)",450.0000000000162,-265.8075489133352
"(1, 750)",750.0000000000174,1.0
"(1, 1150)",1150.000000000039,-570.8844509749958
"(2, 1050)",1050.0000000000161,-355.47985965807266
"(1, 650)",650.0000000000191,500.69328810323606
"(0, 750)",0.0,691.5845760000002
"(3, 1000)",1000.0000000000161,-345.0678389760001
"(1, 1200)",1199.9999999775696,-927.096
"(3, 300)",300.000000000016,-137.43124830931697
"(3, 3500)",3494.4000000015494,-2235.474771555006
"(1, 3650)",3504.1770860231836,-2895.096
"(4, 3100)",3100.000000000187,1.0
"(2, 650)",650.0000000000159,-248.7603342123009
"(0, 650)",0.0,1269.031536530531
"(2, 450)",450.0000000000192,-194.51967784960016
"(4, 800)",768.0000000000247,-406.99930720983093
"(0, 1050)",0.0,1298.4348328556996
"(2, 1350)",1347.8400020986712,-744.8781971200497
"(1, 1400)",1399.9113288128908,40.92
"(2, 500)",500.00000000001796,-319.09600000000006
"(1, 600)",600.0000000000246,-463.09599999999995
"(3, 600)",600.0000000000163,-155.05744388054723
"(0, 400)",0.0,1091.1110041479294
"(3, 900)",899.9977048317947,1.0
"(2, 750)",749.7601473016061,-522.95072
"(1, 850)",848.6597004027217,1.0
"(0, 800)",0.0,1563.3559324254184
"(4, 950)",949.9878405303525,-729.1632
"(2, 400)",400.0000000000166,-196.3632
"(1, 1100)",1100.0000000000166,-493.13333140730765
"(0, 500)",0.0,1628.3529759874034
"(1, 1600)",1597.4578095880333,880.9200000000001
"(4, 0)",0.0,1.0
"(3, 400)",400.0000000000158,-96.1968970800558
"(0, 1200)",0.0,1484.0153849509886
"(4, 1300)",0.0,1336.9994615276732
"(2, 1400)",1399.9965651374043,80.92000000000002
"(0, 1250)",0.0,1279.676320256
"(5, 1350)",1347.8453327897564,1.0
"(3, 650)",644.8000000070193,-326.3413008519691
"(1, 300)",300.00000000001813,-231.096
"(0, 2150)",0.0,1492.7139456
"(5, 2200)",0.0,-1743.75072
"(3, 2300)",0.0,-1823.096
"(0, 900)",0.0,2107.5250286697105
"(4, 1050)",1008.0000000005684,-616.843437246381
"(3, 1150)",1149.9265526687893,1.0
"(4, 600)",599.9924289193823,1.0
"(0, 600)",0.0,1286.8283041519783
"(3, 1500)",1497.6097329726645,1.0
"(2, 3500)",3499.77600152508,-2709.51072
"(1, 3550)",3548.864138516102,-2831.096
"(2, 550)",550.0000000000244,-252.9845628502169
"(1, 800)",800.0000000000382,-511.096
"(5, 0)",0.0,1.0
"(0, 1000)",0.0,2108.874516394286
"(4, 1200)",0.0,1416.9237287461794
"(0, 850)",0.0,2105.7477949524687
"(3, 1250)",0.0,1245.3235087202793
"(1, 1350)",1339.20552686231,-1063.096
"(1, 2350)",0.0,880.9200000000001
"(0, 2450)",0.0,1216.9040000000002
"(3, 2700)",2592.087315120242,1.0
"(3, 3250)",3250.0000000006316,-2559.096
"(1, 1750)",1749.4461982230277,600.92
"(4, 1600)",0.0,80.92000000000002
"(2, 1700)",0.0,-1106.9301924928766
"(0, 1400)",0.0,2941.933249848807
"(3, 1600)",1597.4400006003648,-1247.096
"(3, 1100)",1099.9999774917617,-799.096
"(1, 1450)",1438.400108493714,-878.2268809308478
"(0, 1100)",0.0,1623.6794358299103
"(3, 1300)",0.0,1335.8080616924444
"(1, 1500)",0.0,-1039.1370624
"(0, 1550)",0.0,682.4464000000002
"(5, 1650)",1320.0000040620816,-1296.39072
"(3, 1800)",1440.0000031630943,-1395.3376640000001
"(2, 1850)",1847.0428844800308,1.0
"(1, 1250)",1248.0059513577328,-927.096
"(5, 500)",0.0,736.7677799822592
"(0, 1150)",0.0,48.903999999999996
"(1, 1900)",1824.0118625624725,-1399.096
"(6, 400)",0.0,-319.4856655673033
"(3, 1400)",1397.7610716369788,-929.6707199999998
"(2, 1500)",1488.0001136066198,-966.861045248
"(5, 550)",0.0,682.0557703840844
"(4, 750)",749.998080000165,-513.6913829276608
"(2, 2300)",2208.000158212303,-1508.5507200000002
"(1, 2400)",1920.0002222966593,-1903.096
"(2, 3300)",3300.0000000178443,-2546.9507200000003
"(0, 3400)",0.0,364.96864
"(2, 3850)",0.0,360.92
"(1, 3900)",3120.0000493097323,-3111.096
"(1, 3400)",3264.0000000199207,-2655.096
"(5, 700)",0.0,837.1355959737131
"(5, 1500)",0.0,80.92000000000002
"(2, 2000)",1600.0037667397853,-1519.096
"(0, 700)",0.0,1332.6562678371054
"(2, 1300)",1299.58400460353,-690.4578452479998
"(1, 3600)",3571.204092863716,-2863.096
"(3, 750)",600.0000000249819,-401.2497773303727
"(0, 1600)",0.0,1824.2240775950709
"(4, 1750)",1400.0000000003574,-1360.69013248
"(1, 1950)",0.0,-1527.096
"(2, 950)",0.0,-555.5718932503478
"(1, 1050)",1049.664641214966,-823.096
"(3, 1350)",1349.5680316313737,-1047.096
"(3, 2100)",0.0,-1445.5107200000002
"(1, 2300)",1840.000000000029,-1807.096
"(0, 4500)",0.0,1505.663785682138
"(3, 4700)",3760.000917360152,-3727.0960000000005
"(2, 1650)",1584.0002356398545,-1151.096
"(4, 3150)",3150.0000000000205,-1942.7869362277047
"(2, 3350)",3323.2000357917095,-2647.096
"(1, 3450)",3444.480022956201,-2620.87072
"(0, 3550)",0.0,560.88928
"(2, 4250)",0.0,560.92
"(1, 4350)",3480.000000000029,-3463.0960000000005
"(3, 5100)",0.0,-3983.0960000000005
"(4, 1550)",0.0,369.8953644152539
"(0, 1850)",0.0,88.184
"(4, 2000)",0.0,120.92000000000002
"(2, 2150)",1720.0000028954682,-1609.0307200000002
"(1, 2200)",0.0,-1575.75072
"(0, 2250)",0.0,40.92
"(5, 2350)",0.0,80.92000000000002
"(2, 2550)",0.0,-2007.096
"(2, 1450)",1438.4000014319688,-1055.096
"(5, 950)",0.0,80.92000000000002
"(0, 2050)",0.0,576.904
"(4, 2150)",1720.0007107586703,-1703.096
"(0, 3500)",0.0,2456.904
"(3, 3750)",0.0,2268.8471484204415
"(2, 3800)",3648.002874586341,-3031.096
"(5, 3100)",3100.0000000000227,-1992.7031069311834
"(5, 3050)",3050.0000000005675,-2431.096
"(6, 3000)",3000.000000006202,-2399.638677636663
"(0, 2200)",0.0,1200.92
"(3, 2450)",0.0,200.92000000000002
"(2, 2500)",0.0,-1991.096
"(2, 3600)",3598.8480001436524,-2783.096
