Estado Dados,Q(Plantarse),Q(Tirar)
"(3, 200)",200.07591426915067,568.8756946268938
"(4, 150)",150.09907215177188,505.3867331013423
"(3, 0)",0.0,1.0
"(2, 350)",350.07046939481114,235.27998570324314
"(3, 250)",250.07916735855744,406.6280655211323
"(2, 0)",0.0,1.0
"(6, 1000)",0.0,1.0
"(1, 1150)",1150.0726953658395,1119.1451873271462
"(3, 1000)",840.4292900057128,2149.2107925191112
"(6, 0)",0.07380914027809461,0.07542175412970023
"(5, 50)",50.14028273942347,103.0249900367273
"(6, 150)",0.0,1.0
"(4, 350)",0.0,1.0
"(6, 600)",0.0,1.0
"(1, 600)",600.0872012334735,-1.472652470862613
"(1, 0)",0.0,1.0
"(6, 300)",0.0,1.0
"(2, 400)",400.0697321703417,101.56287417694648
"(3, 300)",300.08775349974275,403.64804876251077
"(3, 400)",400.0742058281178,241.79875856229626
"(6, 200)",0.0,1.0
"(4, 200)",199.81011253978403,561.053404059207
"(5, 100)",100.14328907248037,109.27493074948518
"(5, 150)",0.0,1.0
"(4, 250)",0.0,1.0
"(1, 400)",400.0678807165037,-76.44910648411621
"(6, 100)",0.0,1.0
"(4, 100)",100.09960811390243,887.2977835690054
"(2, 250)",250.07541038776628,204.84813616534592
"(6, 50)",0.0,1.0
"(1, 1100)",1100.0817939129722,573.2139409248339
"(5, 1100)",0.0,1.0
"(6, 1050)",0.0,1.0
"(2, 1050)",1050.0833668754449,1199.725453292997
"(2, 1150)",690.181679185147,1244.6326168440007
"(0, 1250)",1250.023976494569,1563.035647538303
"(1, 1250)",1218.1137404058861,527.1031220893657
"(2, 1950)",1170.2326985938566,510.89344
"(1, 2050)",0.0,60.94
"(2, 2050)",0.0,30.939999999999998
"(0, 2150)",1290.54,1.0
"(1, 650)",650.0719869609956,-113.49936409127963
"(4, 650)",608.5251076933847,1.0
"(0, 750)",702.1371005932582,302.680012446777
"(1, 750)",750.0750038831371,1114.5181257310423
"(0, 2250)",1890.4565686147544,900.94
"(6, 2250)",1350.54,1.0
"(2, 300)",300.07685182156024,630.15719009581
"(0, 1500)",1500.0681145850554,1981.2695163553262
"(6, 1500)",0.0,-899.4969678921804
"(3, 1700)",1682.713805704433,1513.944650962508
"(1, 1800)",1080.54,120.94
"(6, 450)",0.0,-269.5289212623367
"(0, 650)",650.0786939824272,496.98256
"(2, 450)",450.0245989519681,580.6874940741097
"(2, 650)",650.0684988602311,-70.62199395470952
"(3, 850)",0.0,68.07400000000001
"(6, 850)",0.0,1.0
"(3, 1100)",660.2187366782252,820.7690478624768
"(0, 1150)",1120.7517245958472,1631.9619496332982
"(1, 3300)",2772.2840726297472,-1907.0839999999998
"(0, 3000)",3000.071563745247,2354.1953696960204
"(6, 3300)",0.0,1.0
"(3, 1150)",0.0,108.376
"(5, 250)",0.0,1.0
"(0, 600)",600.1047757404144,895.8879423002847
"(4, 300)",0.0,1.0
"(1, 350)",350.0680454140165,-53.63209289365619
"(0, 350)",350.12343679201166,926.7973846776997
"(1, 300)",300.07001591993065,191.92643339404555
"(0, 400)",400.08277831071996,690.5964102810717
"(4, 600)",0.0,674.5972006983851
"(3, 700)",420.0864648149904,568.4826319334392
"(4, 700)",420.396308172096,405.163616704
"(1, 850)",846.7417990774605,792.8486039786151
"(6, 400)",240.0490350731895,-239.47595221215474
"(1, 450)",450.07001929484215,-65.77004863074603
"(1, 500)",500.0984552029632,530.3529600661293
"(0, 500)",500.07816882621967,236.9173514926904
"(6, 250)",0.0,1.0
"(2, 500)",499.7789540274661,222.57140348432858
"(2, 600)",600.0953979436288,1200.9047220890002
"(0, 700)",698.9850905640404,1100.948270934867
"(4, 0)",0.0,1.0
"(3, 1900)",0.0,240.93999999999997
"(6, 1900)",0.0,1.0
"(0, 2400)",1440.54,1.0
"(2, 1200)",720.0978551550367,-420.1528965554296
"(6, 1200)",0.0,1.0
"(0, 1350)",810.5400000000001,1.0
"(6, 350)",0.0,1.0
"(3, 650)",649.6787862636646,648.3171940195548
"(6, 650)",0.0,-389.46666491523416
"(3, 150)",150.09509195850094,208.2447088453977
"(0, 1200)",1200.0033275895564,271.6808523264922
"(3, 600)",0.0,1169.724246077765
"(3, 1200)",0.0,430.28795933243464
"(2, 1800)",0.0,1182.3902505790238
