Estado Dados,Q(Plantarse),Q(Tirar)
"(6, 500)",500.0,-299.5999788474977
"(2, 600)",600.0,399.6361347393322
"(3, 500)",500.0,1574.1956064231565
"(0, 700)",700.0,1443.8475985717985
"(6, 0)",2.5e-323,2.5e-323
"(6, 600)",600.0,-359.59244532722045
"(2, 650)",650.0,89.6150037399791
"(3, 600)",600.0,1534.6178949155487
"(0, 650)",650.0,1506.4416629997068
"(1, 600)",600.0,319.53476966120695
"(0, 2150)",2150.0,2238.3050506903883
"(6, 2150)",0.0,-1289.6
"(2, 2500)",2436.038020685471,2007.0922788907717
"(6, 750)",750.0,-449.59976374801846
"(0, 800)",800.0,2242.0519678009105
"(1, 750)",750.0,-142.16976184771113
"(4, 950)",950.0,1761.4480636194257
"(3, 1000)",1000.0,516.2901736405005
"(2, 1050)",1050.0,17.730628085727176
"(3, 1050)",1050.0,1157.2534132721114
"(1, 1100)",1100.0,1808.8552113050641
"(1, 1150)",1150.0,2114.8305330534567
"(2, 1100)",1100.0,1421.8292473094773
"(2, 1150)",1150.0,1086.9992250951748
"(1, 0)",0.0,1.0
"(5, 50)",50.0,150.50904937638887
"(6, 100)",0.0,1.0
"(3, 200)",200.0,471.7623514998214
"(5, 100)",100.00000000137533,578.3911177556721
"(5, 200)",0.0,1.0
"(6, 400)",400.0,-239.55727955603157
"(2, 500)",500.0,95.74011483375057
"(3, 400)",400.0,1130.7198248757718
"(1, 550)",550.0,-106.20423292567716
"(3, 250)",250.0,712.6878566964085
"(6, 50)",0.0,1.0
"(1, 650)",650.0,230.67238627224015
"(5, 650)",650.0,888.6666224211097
"(0, 750)",750.0,1654.7624611299655
"(5, 850)",850.0,1143.5463046057305
"(1, 350)",350.0,187.97490114168556
"(3, 350)",0.0,1.0
"(6, 1500)",0.0,-899.4615775476815
"(2, 1800)",1800.0,1811.667592723923
"(0, 1500)",1500.0,3153.688025274208
"(6, 1800)",0.0,-1079.6
"(1, 1850)",1850.0,1856.50621500381
"(6, 300)",299.9213568,-179.6
"(2, 400)",400.0,532.7958678656423
"(3, 300)",300.0,570.5722858859717
"(2, 0)",0.0,1.0
"(4, 100)",100.0,345.77884427341365
"(2, 450)",450.0,-53.40380225543879
"(3, 450)",0.0,1.0
"(2, 550)",550.0,582.0303465664144
"(6, 250)",0.0,1.0
"(1, 450)",450.0,309.72065034414544
"(4, 200)",200.0,827.542947103432
"(3, 0)",0.0,1.0
"(2, 300)",300.0,80.87230166910035
"(5, 300)",0.0,1.0
"(6, 200)",0.0,1.0
"(4, 1650)",1386.0,1201.2891186631068
"(6, 1650)",0.0,-989.5999999998244
"(4, 1800)",1684.8,681.7522069282096
"(2, 1850)",1850.0,1823.4844374292345
"(0, 1900)",1900.0,1943.8614856375455
"(1, 1900)",1900.0,1728.495188365568
"(6, 1900)",1140.54,1.0
"(6, 150)",0.0,1.0
"(2, 250)",250.0,897.0260313419822
"(4, 150)",150.0,1186.956171022929
"(5, 150)",0.0,1.0
"(2, 350)",350.0,736.4320443153322
"(0, 500)",500.0,1199.8648655352622
"(3, 1750)",1749.9999998031194,22.378299999362753
"(6, 1750)",0.0,-1049.6
"(4, 700)",700.0,851.0105094915389
"(6, 700)",700.0,-419.5999999838492
"(3, 750)",750.0,799.9857954268432
"(2, 800)",800.0,1070.574072455576
"(6, 450)",450.0,-269.5796684728575
"(1, 500)",500.0,-66.84032525254997
"(0, 600)",600.0,1240.9960733546554
"(0, 2100)",2100.0,1654.5675756530009
"(0, 400)",400.0,966.3425917091603
"(1, 400)",400.0,-59.66867006406346
"(5, 500)",500.0,82.95688828710138
"(4, 550)",550.0,875.4094212698902
"(1, 300)",300.0,198.9497764703932
"(4, 300)",0.0,1.0
"(0, 350)",350.0,656.5989137990128
"(0, 1850)",1850.0,1995.0611500042855
"(6, 1850)",0.0,-1109.6
"(5, 1900)",1140.0,30.939999999999998
"(3, 2050)",1230.0,1153.3047027194607
"(1, 2200)",2177.472005344492,-1283.0839999999998
"(3, 2200)",2177.4720129501247,-26.037440000000004
"(5, 1150)",1148.115840000005,665.5179854491475
"(4, 600)",600.0,728.6949055244545
"(4, 0)",0.0,1.0
