Estado Dados,Q(Plantarse),Q(Tirar)
"(6, 200)",0.0,1.0
"(2, 300)",300.0,179.63048995044466
"(3, 200)",200.0,484.663963886229
"(3, 300)",300.0,515.2765692115652
"(0, 450)",450.0,1035.4703452078465
"(2, 450)",450.0,170.96718082702773
"(3, 700)",700.0,821.2062006746701
"(6, 700)",699.9992483807232,-419.5999565898348
"(2, 750)",750.0,955.1832928164972
"(1, 800)",800.0,1071.171499076226
"(6, 0)",3.0173624288237068e-176,3.132526973334037e-176
"(1, 600)",600.0,460.88155088674523
"(5, 50)",50.00000000086132,537.8199767399019
"(6, 3000)",0.0,-1799.2036918279039
"(2, 3700)",3693.93792,3442.309271129708
"(0, 3000)",3000.0,3853.4053475351066
"(2, 0)",0.0,1.0
"(3, 250)",250.0,92.44796314505334
"(6, 600)",561.6,-359.5739204798286
"(2, 650)",650.0,928.0017342917401
"(3, 600)",600.0,270.54876145397657
"(3, 650)",650.0,913.5309398845507
"(1, 700)",700.0,634.0685625901692
"(1, 0)",0.0,1.0
"(4, 150)",150.0,537.7024591874816
"(6, 100)",0.0,1.0
"(3, 150)",150.0,258.60971578619126
"(4, 100)",100.0,702.4959717116926
"(6, 350)",350.0,-209.58408536660335
"(1, 350)",350.0,268.39710632295373
"(1, 650)",650.0,-14.277428776105126
"(2, 600)",600.0,1348.1971620334907
"(6, 50)",0.0,1.0
"(4, 200)",200.0,569.8075692482962
"(1, 300)",300.0,865.898276570311
"(0, 400)",400.0,930.9712622927194
"(1, 400)",400.0,-65.62771268137004
"(5, 500)",500.0,311.6653313714946
"(5, 750)",750.0,1.0
"(6, 400)",400.0,-239.203691827904
"(0, 850)",850.0,1775.5368045286934
"(5, 250)",0.0,1.0
"(1, 500)",500.0,159.2157935052527
"(3, 400)",400.0,791.4874444763358
"(3, 0)",0.0,1.0
"(4, 300)",0.0,1.0
"(1, 450)",450.0,-70.29139738979461
"(2, 400)",400.0,923.1042070658236
"(0, 500)",500.0,734.593636857931
"(6, 1050)",630.0,-629.6
"(2, 1050)",1050.0,1939.2996429369948
"(6, 250)",0.0,1.0
"(3, 1000)",1000.0,784.4063757328922
"(1, 1100)",1100.0,526.5633193503645
"(2, 1100)",1100.0,1055.33095081578
"(0, 1150)",1150.0,2179.323935449382
"(1, 1150)",1150.0,-213.00473015804232
"(0, 4150)",3486.0,995.295664
"(6, 4150)",0.0,1.0
"(4, 4300)",0.0,301.53904
"(6, 4300)",0.0,1.0
"(2, 4450)",2670.0,90.94
"(4, 4450)",0.0,108.16
"(1, 4500)",3780.0000000000405,1754.0665600000543
"(6, 1500)",0.0,-899.1228560000001
"(3, 1750)",1470.0,1380.223229898201
"(0, 1500)",1500.0,3643.290780062354
"(6, 1750)",0.0,1.0
"(1, 1950)",1950.0,1665.2567298648194
"(2, 350)",350.0,297.38752198884583
"(3, 350)",0.0,1.0
"(6, 1100)",660.3963081720959,1.0
"(0, 1200)",1200.0,1445.7208718615584
"(1, 1200)",1200.0,658.5381948773427
"(3, 1700)",1697.2343445664976,110.05839483904356
"(6, 1250)",1249.1808,-749.6
"(4, 1450)",870.0000000000003,1424.2355092119062
"(0, 1250)",1250.0,2327.876902148252
"(6, 1450)",0.0,1.0
"(3, 1500)",1500.0,859.9749292378397
"(1, 1600)",1600.0,1526.4561433372467
"(3, 1600)",1559.04,771.8389786468473
"(0, 1700)",1699.999981310143,2400.443934317327
"(1, 1700)",1699.9885946716695,1771.4905292678404
"(3, 1900)",1851.3972688737697,1430.1254396732772
"(6, 1900)",0.0,-1139.6
"(6, 500)",499.180964906883,-299.24982209913594
"(3, 500)",500.0,174.59712437003157
"(5, 100)",100.00000053959988,492.9516671956068
"(4, 350)",0.0,1.0
"(6, 1000)",0.0,-599.6
"(6, 150)",0.0,1.0
"(2, 700)",700.0,1396.2757872296288
"(4, 3150)",0.0,66.376
"(6, 3150)",0.0,1.0
"(3, 3200)",3118.6708464,1921.7339078171426
"(4, 3200)",0.0,1.0
"(2, 250)",250.0,222.35868045778238
"(6, 300)",0.0,-179.6
"(5, 150)",0.0,1.0
"(2, 550)",550.0,331.15184423116625
"(5, 200)",0.0,1.0
"(4, 3100)",1860.5076,433.12798314084495
"(5, 0)",0.0,1.0
"(5, 800)",800.0,95.7076
"(2, 850)",850.0,1203.3334600489566
"(3, 1050)",1050.0,1073.8329951536857
"(2, 500)",500.0,49.633360564549434
"(4, 700)",700.0,835.9527425427596
"(3, 750)",750.0,77.7064
"(4, 750)",750.0,1.0
"(1, 850)",850.0,377.2826395910405
"(1, 550)",550.0,-31.23285237448215
"(6, 800)",798.68928,-479.4333432231798
"(0, 800)",800.0,936.360908757623
"(3, 2500)",0.0,1744.884321496801
"(4, 0)",0.0,1.0
"(0, 650)",650.0,1858.2514936657208
"(0, 2150)",0.0,2548.536336868881
"(4, 2300)",1932.2030399999999,2100.0768134576106
"(5, 700)",699.9999999999967,739.2179171740196
"(3, 450)",0.0,1.0
"(4, 550)",550.0,465.82940175999994
"(5, 550)",550.0,60.4
"(4, 800)",800.0,384.53877836379985
"(0, 900)",900.0,196.74256
