Estado Dados,Q(Plantarse),Q(Tirar)
"(6, 100)",0.0,1.0
"(3, 300)",300.0,289.43154402860193
"(5, 100)",99.99999999960103,688.2372386195915
"(6, 0)",2.5e-323,2.5e-323
"(2, 700)",700.0,1479.7336436081018
"(2, 300)",300.0,179.02546299207017
"(6, 50)",0.0,1.0
"(5, 50)",50.000000007409554,507.80444423132985
"(5, 300)",0.0,1.0
"(6, 250)",0.0,1.0
"(3, 250)",250.0,338.48797876898277
"(3, 0)",0.0,1.0
"(4, 100)",100.0,324.8637197158632
"(4, 0)",0.0,1.0
"(6, 200)",0.0,1.0
"(3, 200)",200.0,429.2546026651434
"(1, 1150)",1150.0,3250.6869221791385
"(5, 1150)",0.0,735.388675379202
"(0, 1200)",1200.0,2443.3037692678076
"(0, 2700)",2699.292565229918,2685.7000422399997
"(6, 350)",350.0,-209.5999999989633
"(1, 350)",350.0,-38.825172622699085
"(4, 200)",200.0,971.8286663346488
"(2, 500)",500.0,1148.701093424534
"(2, 400)",400.0,803.366289179846
"(6, 1500)",900.0,-899.4113888899726
"(5, 1550)",1549.5936768,1077.4897762753678
"(0, 1500)",1500.0,1924.783400033563
"(6, 1550)",930.0,-929.5999999999999
"(3, 1750)",1750.0,1472.5070441478974
"(5, 1750)",1705.2,1783.676050543931
"(2, 1800)",1800.0,1740.2789656343211
"(3, 1800)",1800.0,1350.5278864837405
"(2, 0)",0.0,1.0
"(1, 300)",300.0,292.8706379149552
"(2, 250)",250.0,-31.930143005907382
"(2, 350)",350.0,329.8553816616462
"(5, 350)",350.0,1.0
"(2, 1050)",1050.0,3643.161835408783
"(6, 1000)",0.0,-599.5993218634188
"(3, 1000)",1000.0,486.83548519268606
"(6, 600)",600.0,-359.5903034389084
"(2, 600)",600.0,1611.403878583471
"(6, 1050)",0.0,-629.6
"(1, 400)",400.0,1056.8267927465408
"(3, 400)",400.0,1243.014525679966
"(0, 450)",450.0,1254.544234703537
"(2, 550)",550.0,550.7402228032497
"(1, 700)",700.0,444.5723465639817
"(6, 300)",299.99999999999113,-179.6
"(5, 0)",0.0,1.0
"(4, 150)",150.0,406.26809921657645
"(5, 150)",0.0,1.0
"(4, 250)",0.0,1.0
"(5, 250)",0.0,1.0
"(1, 0)",0.0,1.0
"(3, 150)",150.0,300.4063820487614
"(2, 1150)",1150.0,1070.6894173176086
"(6, 150)",0.0,1.0
"(6, 800)",800.0,-479.59999995482985
"(1, 800)",800.0,-138.50001404676323
"(4, 300)",0.0,1.0
"(1, 450)",450.0,1184.8553361641211
"(2, 450)",450.0,607.2563664728095
"(1, 750)",750.0,898.7771863190918
"(4, 750)",750.0,819.7662597063743
"(0, 800)",800.0,1530.824204347461
"(4, 1600)",1599.9999929631256,-49.42966342400007
"(6, 1600)",960.0,-959.5999999999999
"(3, 1650)",1650.0,1410.0614043448097
"(3, 350)",0.0,1.0
"(0, 500)",500.0,1102.1572349554463
"(6, 500)",500.0,-299.59700741181894
"(0, 600)",600.0,2583.217903218251
"(1, 500)",500.0,393.0801954568377
"(3, 1200)",1200.0,-326.6812238352783
"(2, 1900)",1900.0,2546.3841735933465
"(6, 1900)",0.0,-1139.6
"(0, 2100)",2100.0,3449.2030169910413
"(2, 2100)",2098.623744,1997.9881013778922
"(4, 2250)",2249.9939638261185,1517.2080675493958
"(6, 2250)",0.0,-1349.6
"(1, 550)",550.0,71.26239714308133
"(0, 650)",650.0,1631.6255064533534
"(1, 650)",650.0,634.6375434698167
"(5, 700)",700.0,982.4666470232171
"(6, 700)",700.0,-419.57389198761547
"(2, 950)",950.0,175.8284011071437
"(5, 950)",950.0,880.462550497672
"(3, 600)",600.0,400.96704426017595
"(6, 1100)",0.0,-659.44293983273
"(0, 1150)",1150.0,2240.831772603643
"(1, 1100)",1100.0,-185.5605153262652
"(3, 500)",500.0,428.46817051636776
"(3, 2500)",2474.4051366429967,1358.2735749235712
"(6, 2500)",0.0,1.0
"(1, 2700)",2699.992752242688,2410.4684155266273
"(3, 2700)",1620.0,-309.82081796279294
"(0, 750)",750.0,2025.2771258782248
"(2, 1400)",1400.0,1590.2350078383058
"(6, 750)",750.0,-449.59999999999997
"(3, 650)",650.0,1500.7190483456927
"(0, 700)",700.0,1965.1808906775593
"(6, 450)",450.0,-269.59974802188077
"(3, 850)",850.0,510.7975658205312
"(5, 850)",850.0,1314.369361559127
"(1, 600)",600.0,-46.749516211348464
"(3, 450)",0.0,1.0
"(1, 1800)",1800.0,1722.000673675299
"(6, 1800)",0.0,-1079.6
"(4, 350)",0.0,1.0
"(6, 550)",550.0,1.0
"(6, 400)",400.0,-335.82663033093837
"(0, 1250)",1250.0,2081.399282683369
"(3, 1250)",1250.0,864.4113933222679
"(3, 1450)",1450.0,1113.7817506275392
"(6, 1450)",0.0,1.0
"(2, 1500)",1500.0,1575.0480818871238
"(3, 1500)",1500.0,952.6699058686879
"(1, 1600)",1600.0,1032.139211688168
"(2, 1600)",1600.0,1229.1361728589193
"(0, 1650)",1650.0,2101.897603866158
"(1, 1650)",1650.0,844.8807552805479
"(3, 1900)",1900.0,-1123.3978990763471
"(2, 1950)",1950.0,2098.988479154107
"(3, 1950)",1949.9999999999425,60.94
"(1, 2050)",2049.9999999999395,808.73306016727
"(0, 2150)",2150.0,1889.798949393619
"(1, 2150)",2148.592397862416,1832.2068905459237
"(4, 2350)",0.0,2810.8628153661252
"(1, 2600)",2599.9825548641793,1359.4381426685404
"(4, 2600)",0.0,2535.787948811417
"(6, 650)",650.0,-389.58678769866947
"(2, 650)",650.0,91.13944500104617
"(4, 400)",400.0,1.0
"(2, 800)",800.0,716.3022880587245
"(0, 2300)",2300.0,2314.917702570866
"(5, 1600)",1559.1011358954704,491.02442655869436
"(5, 600)",600.0,763.0872748907208
"(2, 1850)",1850.0,2164.4553320778346
"(6, 1850)",0.0,-1109.6
"(1, 1000)",1000.0,970.5771085735711
"(2, 1250)",1250.0,1276.337916894301
"(6, 1250)",1250.0,-749.5999823893776
"(0, 2000)",2000.0,2221.986800021312
"(3, 2000)",1999.997852516352,550.6871422743668
"(0, 5000)",4200.0,873.2836000000001
"(6, 5000)",0.0,1.0
"(1, 6100)",0.0,-3395.0840000000003
"(6, 6100)",0.0,1.0
"(4, 850)",850.0,1115.8989846705767
"(6, 850)",850.0,-509.59999973789894
"(4, 1050)",1050.0,1303.8991519272454
"(3, 1700)",1700.0,2347.13633031132
"(6, 1700)",0.0,-1019.5999999999999
"(0, 850)",850.0,1663.5109857740667
"(1, 850)",850.0,978.5807604445481
"(2, 1300)",1300.0,1049.201626705612
"(2, 2550)",2549.9998247653693,2894.3420045128983
"(6, 2550)",0.0,1.0
"(2, 2600)",2598.2960640001374,2689.8200300787034
"(0, 2650)",2645.6582399999998,5016.190354787615
"(1, 2650)",2649.9988618337607,2636.4080102104012
"(2, 3250)",3236.69372942031,2654.5178784593736
"(6, 3250)",0.0,-1949.6
"(4, 1650)",1649.930793984,-362.5719530675817
"(6, 1650)",990.0,-989.5999999999999
"(4, 2150)",1290.0,2281.619405929634
"(3, 2400)",2246.4,2844.4821551525224
"(6, 2400)",0.0,-1439.6
"(2, 2450)",2293.2,2574.124862575421
"(3, 2450)",1470.0,3084.320006343342
"(0, 400)",400.0,1198.557975687759
"(6, 1150)",1150.0,-689.6
