Estado Dados,Q(Plantarse),Q(Tirar)
"(6, 1500)",1260.0,-899.3430030300003
"(4, 1650)",1643.2416,705.8791086139208
"(0, 1500)",1500.0,2400.949248557784
"(2, 1800)",1800.0,172.211192192196
"(4, 1800)",1797.05088,346.5557912870702
"(2, 0)",0.0,1.0
"(6, 600)",600.0,-359.5969009302373
"(0, 750)",750.0,1682.0406313135986
"(2, 600)",600.0,379.568319169706
"(3, 1250)",1250.0,199.13427411390649
"(6, 1250)",0.0,-749.5987441915164
"(2, 1300)",1300.0,1570.538728567754
"(6, 0)",2.5e-323,2.5e-323
"(6, 1100)",0.0,-659.6
"(1, 1100)",1100.0,336.2341655715527
"(6, 750)",750.0,-449.59999502803424
"(1, 750)",750.0,721.2863042778005
"(6, 250)",0.0,1.0
"(2, 300)",300.0,425.54145519754036
"(3, 250)",250.0,446.571537015844
"(1, 350)",350.0,-62.69286780277872
"(6, 300)",299.99999999986164,-179.6
"(1, 400)",400.0,849.8959795784363
"(2, 400)",400.0,487.91772438165066
"(1, 0)",0.0,1.0
"(6, 500)",500.0,-299.53791540396634
"(3, 500)",500.0,1008.5110334443259
"(3, 600)",600.0,462.6990401512559
"(1, 650)",650.0,360.45134159887647
"(2, 650)",650.0,855.2224818917633
"(1, 800)",800.0,-106.50395085548382
"(5, 100)",100.0,874.4481412908738
"(6, 100)",0.0,1.0
"(2, 200)",200.0,250.37327311618833
"(4, 100)",100.0,381.2046919698596
"(1, 250)",250.0,1015.6866693383431
"(2, 350)",350.0,464.59708244967203
"(3, 350)",0.0,1.0
"(1, 450)",450.0,695.1690687229803
"(4, 150)",150.0,444.3919144997701
"(0, 800)",800.0,2413.7819065222375
"(1, 700)",700.0,-130.3427501863415
"(5, 850)",850.0,730.3332047830525
"(6, 200)",0.0,1.0
"(3, 200)",200.0,25.681712442434446
"(3, 0)",0.0,1.0
"(6, 350)",350.0,-209.5379154039663
"(3, 2100)",1260.0000000070481,-668.9319119344773
"(2, 2200)",2200.0,1755.8355116899254
"(3, 2200)",2143.6800000374074,1591.4645637320602
"(0, 2400)",2400.0,1740.3278949751611
"(3, 450)",0.0,1.0
"(3, 1000)",1000.0,3048.4180486975306
"(6, 1000)",0.0,-599.5955077467548
"(2, 1100)",1100.0,265.1665460664585
"(2, 1050)",1050.0,364.3589975259015
"(6, 150)",0.0,1.0
