Estado Dados,Q(Plantarse),Q(Tirar)
"(6, 550)",549.9769314262448,-329.5993396026878
"(0, 650)",650.0,1078.6153030891746
"(1, 550)",550.0,1042.8117949248303
"(3, 950)",949.9601759791117,1317.787188528836
"(6, 950)",0.0,1.0
"(2, 1000)",999.9999999999707,1008.9445499352944
"(3, 1000)",1000.0,1462.5350268614598
"(1, 1100)",1100.0,1391.4586998186944
"(2, 1100)",1100.0,1761.3953246285737
"(1, 0)",0.0,1.0
"(6, 100)",0.0,1.0
"(2, 300)",300.0,274.4958324249637
"(4, 100)",100.0,330.41683554970814
"(4, 300)",0.0,1.0
"(1, 400)",400.0,798.4638867842259
"(6, 0)",1.3662335100793781e-75,1.309591455297215e-75
"(0, 850)",850.0,2704.6567039736406
"(4, 150)",150.0,574.4079173678631
"(6, 400)",400.0,-239.51540502008604
"(2, 400)",400.0,409.81705977629355
"(2, 0)",0.0,1.0
"(3, 200)",200.0,353.840384241473
"(2, 600)",600.0,180.1057599143919
"(1, 450)",450.0,1162.9422410128743
"(3, 250)",250.0,389.8329190751761
"(6, 1000)",0.0,-599.6
"(3, 0)",0.0,1.0
"(0, 1250)",1250.0,1045.3711253275287
"(4, 0)",0.0,1.0
"(6, 250)",0.0,1.0
"(3, 400)",400.0,168.9037822801206
"(0, 500)",500.0,1133.9929828810864
"(1, 500)",500.0,1.0813644835682226
"(1, 1250)",1250.0,1178.181641355811
"(6, 1250)",750.0000000011727,-749.599819909741
"(0, 1350)",1349.8586343587058,2319.0532578700704
"(1, 1350)",1349.9999073926265,968.8342480230547
"(4, 1500)",1493.8746037836254,1.0
"(6, 200)",0.0,1.0
"(2, 250)",250.0,361.66582883995665
"(5, 100)",100.00002846196101,548.0665674947866
"(3, 300)",300.0,585.8655331389637
"(2, 650)",650.0,-3.2819014811215084
"(6, 150)",0.0,1.0
"(6, 1100)",0.0,-659.6
"(1, 1200)",1200.0,1194.6019112113554
"(1, 350)",350.0,231.01379653443394
"(3, 350)",0.0,1.0
"(6, 600)",599.9993557549055,-359.5999844531636
"(6, 50)",0.0,1.0
"(5, 50)",50.00000116818036,868.9491251157153
"(5, 300)",0.0,1.0
"(1, 750)",750.0,-127.54332260962667
"(1, 850)",850.0,-124.56056037223937
"(1, 1300)",1300.0,1073.7136268522788
"(1, 800)",800.0,325.879750352437
"(2, 1050)",1050.0,-105.6739320269703
"(6, 300)",0.0,1.0
"(2, 350)",350.0,372.59950003726
"(4, 200)",199.99999999906828,494.6823437597602
"(4, 250)",0.0,1.0
"(2, 700)",700.0,-34.693549181808635
"(5, 200)",0.0,1.0
"(1, 700)",700.0,687.8922209152641
"(1, 300)",300.0,-20.534688039930813
"(0, 1500)",1500.0,2640.0150734009703
"(1, 1150)",1150.0,-225.0606060141638
"(0, 400)",400.0,1362.0551051093762
"(3, 1050)",1049.999999996975,1452.8147586815553
"(2, 1150)",1150.0,711.4946907775329
"(6, 1500)",0.0,-899.2498220991359
"(3, 1700)",1428.0711001209913,2482.6274506539003
"(6, 1700)",0.0,1.0
"(2, 1750)",1749.5413884444918,1285.3181437370088
"(1, 1800)",1799.999999997928,1475.8749270399624
"(2, 1800)",1799.9999997973596,1712.1186007100264
"(6, 350)",349.999060475904,-209.59999346219476
"(5, 1600)",960.0,1077.0410276272673
"(1, 2300)",2299.961430089916,2719.484412539847
"(5, 2300)",1380.0,1.0
"(0, 2400)",2396.0678400540705,2120.956582433073
"(1, 2400)",2246.4000035398644,95.7076
"(1, 3550)",2982.216,1.0
"(5, 0)",0.0,1.0
"(2, 450)",450.0,41.3670771166951
"(6, 1050)",0.0,1.0
"(4, 700)",700.0,1022.7157155141289
"(0, 600)",600.0,1506.202051265206
"(6, 700)",682.08,-419.5996443000263
"(0, 1100)",1100.0,1383.5528364909064
"(4, 1100)",1095.4944,801.0011000714325
"(5, 1200)",1199.9999868058605,1199.9451466350117
"(6, 1200)",1199.99194693632,-719.5999999999976
"(1, 1850)",1849.9992060255897,1501.3638901233317
"(5, 1850)",1110.0,1.0
"(0, 750)",750.0,2273.6906622516162
"(2, 750)",750.0,369.65932
"(6, 750)",702.0864,1.0
"(5, 350)",210.0,1.0
"(5, 1050)",0.0,-199.19959308922125
"(0, 450)",450.0,892.0660893136219
"(0, 550)",550.0,979.8354435992235
"(6, 3000)",0.0,-1799.5544358652417
"(3, 3600)",2160.0000001873623,1988.1898240000182
"(0, 3000)",3000.0,2988.893570572214
"(6, 3600)",0.0,-2159.6
"(3, 500)",500.0,911.4670419667736
"(0, 800)",800.0,2074.6328884441327
"(3, 1850)",1849.9950339440722,1751.210996510875
"(3, 600)",600.0,51.09558153103376
"(6, 500)",499.99999999942355,-299.122856
"(1, 650)",650.0,-70.27612711799202
"(6, 450)",450.0,-269.47737543774645
"(2, 550)",550.0,272.5890825496781
"(2, 500)",500.0,36.98983926722383
"(0, 1300)",1300.0,2618.3790909633776
"(3, 550)",550.0,525.4051865516773
"(4, 850)",849.9999999999999,1319.9828640161577
"(6, 850)",848.6073600000013,-509.59999962993703
