Estado Dados,Q(Plantarse),Q(Tirar)
"(6, 100)",0.0,1.0
"(3, 150)",150.0,-28.61804849754077
"(4, 100)",100.0,584.2269286354249
"(6, 0)",2.5e-323,2.5e-323
"(6, 600)",600.0,-359.5796684728575
"(1, 700)",700.0,359.4559425140294
"(2, 600)",600.0,399.01125366431074
"(2, 700)",700.0,-104.55116535454658
"(0, 800)",800.0,1329.4319662942817
"(1, 800)",800.0,2135.104580378158
"(3, 1050)",1050.0,932.4350229578986
"(6, 1050)",0.0,-629.6
"(2, 1100)",1100.0,1986.5289403600216
"(3, 1100)",1100.0,-218.77898493597218
"(1, 1200)",1200.0,38.697047143535656
"(3, 1000)",1000.0,2525.6194833010413
"(6, 1500)",900.1122543005539,-899.3265989680854
"(2, 1950)",1949.9999999999964,710.9966327988795
"(0, 1500)",1500.0,3103.5648123929245
"(6, 1950)",0.0,-1169.5999999971439
"(2, 0)",0.0,1.0
"(6, 200)",0.0,1.0
"(3, 200)",200.0,383.08099576121674
"(3, 0)",0.0,1.0
"(6, 150)",0.0,1.0
"(3, 250)",250.0,339.384838311469
"(4, 150)",150.0,554.848272901924
"(4, 250)",0.0,1.0
"(2, 350)",350.0,743.2711285678206
"(3, 350)",0.0,1.0
"(1, 400)",400.0,163.63550427497466
"(6, 50)",0.0,1.0
"(2, 300)",300.0,392.0101933044869
"(5, 50)",50.00000000130827,535.3152012689856
"(5, 300)",0.0,1.0
"(6, 550)",550.0,-329.2978954052447
"(0, 650)",650.0,1409.2395776385492
"(1, 550)",550.0,451.73893990123236
"(1, 650)",650.0,1434.076737452592
"(4, 800)",800.0,596.3910870312518
"(6, 800)",799.9999912094224,1.0
"(2, 900)",900.0,1796.7023437831863
"(4, 900)",900.0,1223.515451773197
"(1, 600)",600.0,-14.030287311009602
"(1, 0)",0.0,1.0
"(6, 300)",299.9213568,-179.6
"(1, 750)",750.0,-106.99611759113952
"(1, 350)",350.0,1022.4041808356437
"(6, 700)",699.9999999999793,-419.5999999986407
"(2, 250)",250.0,-44.302186964961095
"(1, 300)",300.0,764.4421123189068
"(2, 1050)",1050.0,2742.4190955976155
"(1, 1150)",1150.0,-82.01217744739256
"(5, 100)",100.00000000000017,137.31475228861035
"(5, 1150)",0.0,786.2738560936295
"(0, 1200)",1200.0,2413.8924385924433
"(3, 300)",300.0,1007.8733523429667
"(6, 250)",0.0,1.0
"(4, 200)",200.0,628.1356563110717
"(4, 0)",0.0,1.0
"(6, 750)",749.9999999999965,-449.5999999999991
"(5, 200)",0.0,1.0
"(6, 650)",647.3376000000001,-389.58904913218845
"(2, 650)",650.0,1315.371866211508
"(6, 500)",500.0,-419.7707582549903
"(3, 500)",500.0,260.423024055656
"(5, 150)",0.0,1.0
"(0, 600)",600.0,1757.4825009347946
"(2, 500)",500.0,1137.4697078857184
"(6, 350)",350.0,-209.5988903676239
"(3, 400)",400.0,770.501167383095
"(0, 450)",450.0,1584.2279735922698
"(1, 450)",450.0,339.66857125127876
"(5, 250)",0.0,1.0
"(0, 400)",400.0,1116.82165398258
"(2, 400)",400.0,389.67835652733504
"(4, 300)",0.0,1.0
"(5, 700)",700.0,997.6278560568446
"(2, 1300)",1300.0,1369.0426175341167
"(2, 2550)",1530.0,-749.6038995257882
"(6, 2550)",0.0,1.0
"(0, 350)",350.0,861.6554992865408
"(4, 550)",550.0,365.4181982944
"(3, 600)",600.0,1533.2351715998443
"(4, 600)",600.0,965.1562873164066
"(5, 1550)",1450.87634304,1377.9819699103946
"(6, 400)",400.0,-239.59828886551205
"(5, 450)",450.0,419.49160000000006
"(6, 450)",450.0,-269.3265989680854
"(5, 1200)",1200.0,1.0
"(2, 1550)",1550.0,1696.7414892779664
"(3, 900)",900.0,1001.4957195062055
"(0, 700)",700.0,1346.2749905855576
"(1, 1050)",1050.0,1035.5814184155297
"(2, 1250)",1250.0,1417.6654741410669
